"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2447","bankNoexist","Surefire suite","Tue Jun 10 16:42:06 GMT-05:00 2025","passed","Tue Jun 10 16:42:09 GMT-05:00 2025","EndToEnd.FullPaymentFlowTest","Surefire test","EndToEnd.FullPaymentFlowTest","bankNoexist"
